,title,year,genre,score,review
62,너의 결혼식,2018,"멜로, 로맨스",6, 관람객 풋풋하고 볼만해요요 수욜날 봄 
63,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 너무 재밌고 달달했어요 진심 간축학개론보다 좋음>< 
64,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 재밌었어요~~ 남여 주인공 모두 너무 귀엽네요^^ 
65,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 재밌어요 첫사랑을 다시 생각해보는ㅎㅎ 
66,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 영화를보고37년만에내첫사랑을떠올려봅니다 
67,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 우리 이영화 같이보자 했는데 결국 혼자가서 봤어요 3년넘게 연애했고 학창시절에도 늘 곁에있던 사람인데. 우리 타이밍은 언제부터 어긋났을까. 그사람생각에 오늘은 잠을 못잘거같아요. 좋은영화에요. 같이봤으면 더 좋았을지... 
68,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 알바아니구요 진짜 여자친구랑보면서 마음 아프게 봤어요 진짜 너무 재밋구 감동적이였어요 강추입니다 
69,너의 결혼식,2018,"멜로, 로맨스",6, 관람객 박보영 엄청 예쁘다는생각 ㅅㅎ 
70,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 영화를 보면서 누군가가 이렇게 생각나보긴 처음입니다 
71,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 잘 만들었습니다 좋아요 
72,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 풋풋했던 첫사랑의 기억을 완성시킨 어느 한 남자의 이야기. 결국은 성장 이야기. 
73,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 정말 좋은 영화입니다 ㅋㅋㅋㅋ 
74,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 첫사랑의 풋풋함 그리고 김영광의 발견 
75,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 고마웠어. 나의 첫 사랑 
76,너의 결혼식,2018,"멜로, 로맨스",9, 관람객 결국 사랑은 타이밍이다!Sns에서 남자친구가 이 영화보고 다음날 헤어지자고하고 첫사랑찾아갔다는 말 듣고 무슨 영화보고 첫사랑이 생각나서 헤어짐..?오바다싶었는데 박보영결혼식보고 그럴수도있겠다싶었네요...남친여친과 보... 
77,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 첫사랑 때로 잠시 다녀왔다 덕분에 
78,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 박보영은 뭔데 자꾸 예쁘고 같은 여자가 봐도 설레고 영화는 기대도 안 했는데 완전 웃기고 재밌고 집에 오니 머릿속에 11시는 계속 맴돌고 ㅋㅋㅋ 
79,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 소리내어 웃게해주는영화예요~ 
80,너의 결혼식,2018,"멜로, 로맨스",10," 관람객 두시간동안 김영광의 매력에서 빠져나올수없던 영화입니다,, 박보영은 말할것두 없구요!! 첫사랑의 현실을 너무 잘반영한것같아 마음이 쪼깸 아팠지만!! 그만큼 몰입도 최고의 영화!! "
81,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 김영광 존잘 박보영 너무사랑스럽 
82,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 꿀잼 ㅋㅋㅋㅋ 그냥 보시는거 추천드립이다 
83,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 재밌었어용ㅋㅋㅋ강추 
84,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 남자가 봐도 김영광 개 멋있더라.. 
85,너의 결혼식,2018,"멜로, 로맨스",8," 관람객 생각보다 재밌네요,대만 청춘영화 느낌 "
86,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 한국판 그 시절 우리가 좋아했던 소녀... 그래도 더할 나위없이 좋네요 
87,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 진부하고 뻔한 스토리지만이런 스토리와 달달함은 상당하다연인과꼭보길.. 혼자봤다가.. 연애가하고싶어지는영화 
88,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 남자분들 여자친구랑 로맨스영화본답시고 같이가지마세요 김영광 내가봐도 너무잘생겨서 화딱지납니다 여자친구랑 맞ㅈ짱깔뻔했습니다 
89,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 김영광과 박보영 케미는 정말 또 보고 싶은 케미네요 중간에 큰놈 작은놈이라 말할때 정말 웃겼어요 ~~ 
90,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 김영광 친구들이 개웃김 ㅋㅋㅋㅋ진짜 영화가 아니라 진짜 현실 친구들 보는거 같았음 
91,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 주인공 둘다 잘어울리고 연기도 굿~~♡♡ 
92,너의 결혼식,2018,"멜로, 로맨스",4, 관람객 기대한거네 비해 별루였네요 
93,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 영화 진짜 재밌었는데 마지막에 감동까지 정말 좋았음 꼭 보세요 
94,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 진짜 많이 웃었다ㅋ 근데 인생은 타이밍이란말이 참 공감되더라. 타이밍이 맞아야 사랑도 할수있는거고 평생을 함께할 약속도 할수있는거란거. 현실적이여서 생각도하게되는 영화였어요. 
95,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 예상보다 재밌었어요 ! 
96,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 건축학개론보다 정말 100배는 재밌고 훨씬 짜임새있네요. 엄지 ㅤㅊㅑㄱ! 
97,너의 결혼식,2018,"멜로, 로맨스",4, 관람객 지루했네요 인기잇는이유를 모르겟네 
98,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 뻔한 로맨스내용이 아니라 재밌었던것같아요. 
99,너의 결혼식,2018,"멜로, 로맨스",6, 관람객 인상적인 장면이나 대사는 없지만 크게 보면 함께 시간을 나누며 살아왔던 삶에 가치를 부여했던 서로였다는 울림이 좋았습니다. 
100,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 환승흽니다. 환승흽니다. 
101,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 보고난 후 여운이 남는 이쁜 영화~ 
102,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 잔잔한 웃음..오라를 받아라~~!! 
103,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 한국 로맨스 영화 중에선 괜찮았어요! 
